"Name","train_policy_acc","val_loss","val_policy_acc","train_loss","train_value_mae"
"model18_efficient_former_lr0.001_seed42_20260331_121259","0.43018001317977905","2.2240748405456543","0.4424999952316284","2.257528305053711","0.23253948986530304"
"model15_convnext_lite_lr0.001_seed42_20260331_000242","0.4019800126552582","2.408207416534424","0.4119400084018707","2.4434688091278076","0.239662766456604"
"model12_inverted_eca_lr0.001_seed42_20260330_040201","0.427700012922287","2.2992968559265137","0.43299999833106995","2.327132225036621","0.22929464280605316"
"model11_mbconv_se_lr0.001_seed42_20260329_233332","0.4456599950790405","2.267690896987915","0.4393399953842163","2.213217258453369","0.2156285345554352"
