epoch,loss,policy_loss,value_loss,policy_categorical_accuracy,value_mae
1,6.067440032958984,5.890925884246826,0.12026485055685043,0.002899999963119626,0.29283082485198975
2,6.050052642822266,5.887557506561279,0.11802496761083603,0.003100000089034438,0.2874583601951599
3,6.040954113006592,5.887013912200928,0.11848686635494232,0.003000000026077032,0.28815776109695435
4,6.035429000854492,5.88660192489624,0.12006537616252899,0.00419999985024333,0.2906504273414612
5,6.0267744064331055,5.885205268859863,0.11611206829547882,0.003100000089034438,0.285950630903244
6,6.020264148712158,5.885379791259766,0.11517427116632462,0.002400000113993883,0.28114232420921326
7,6.016899585723877,5.882033348083496,0.11722226440906525,0.00279999990016222,0.2846892178058624
8,6.0131001472473145,5.8802008628845215,0.11689958721399307,0.0038999998942017555,0.28344449400901794
9,6.000274181365967,5.868982315063477,0.11650228500366211,0.00430000014603138,0.28348296880722046
10,5.977054119110107,5.847797393798828,0.11560215801000595,0.004800000227987766,0.28208112716674805
11,5.961109161376953,5.8322319984436035,0.11799709498882294,0.00430000014603138,0.28687623143196106
12,5.948303699493408,5.816672325134277,0.11707351356744766,0.004800000227987766,0.28523874282836914
13,5.943307399749756,5.813939094543457,0.11559076607227325,0.003800000064074993,0.28201907873153687
14,5.934938907623291,5.805161476135254,0.11418108642101288,0.004900000058114529,0.28062543272972107
15,5.9279351234436035,5.798057556152344,0.11752064526081085,0.0031999999191612005,0.2839435636997223
16,5.927186489105225,5.799448490142822,0.11563773453235626,0.0044999998062849045,0.28120097517967224
17,5.926605701446533,5.797347545623779,0.11463098227977753,0.004000000189989805,0.28081655502319336
18,5.918715476989746,5.788339614868164,0.11837945878505707,0.006500000134110451,0.2861238718032837
19,5.895504474639893,5.770214080810547,0.11404623836278915,0.005799999926239252,0.27932968735694885
20,5.8545427322387695,5.71598482131958,0.11804504692554474,0.011099999770522118,0.2847532331943512
21,5.640604019165039,5.511219024658203,0.11563272774219513,0.01860000006854534,0.2817513644695282
22,5.376552581787109,5.233962059020996,0.11776144802570343,0.027300000190734863,0.285275936126709
23,5.220627307891846,5.084723949432373,0.11677868664264679,0.03200000151991844,0.2840959429740906
24,5.165331840515137,5.022198677062988,0.11698367446660995,0.03779999911785126,0.28456640243530273
25,5.105724334716797,4.954803466796875,0.11737196147441864,0.04270000010728836,0.2830394506454468
26,5.07631254196167,4.937074184417725,0.11421199887990952,0.042100001126527786,0.2805646061897278
27,5.047582626342773,4.907567024230957,0.11892402172088623,0.04360000044107437,0.2858445942401886
28,4.998261451721191,4.856448173522949,0.11611375957727432,0.04749999940395355,0.2827569842338562
29,5.007506370544434,4.868008613586426,0.11575476080179214,0.04820000007748604,0.2831032872200012
30,4.936468601226807,4.796536922454834,0.11543264240026474,0.04899999871850014,0.2834436297416687
31,4.9518022537231445,4.807778358459473,0.11539880186319351,0.050599999725818634,0.2809039056301117
32,4.924718856811523,4.777538299560547,0.11539022624492645,0.05209999904036522,0.2827089726924896
33,4.914822101593018,4.759978771209717,0.11550817638635635,0.053300000727176666,0.2821213901042938
34,4.914890766143799,4.7803754806518555,0.11699575185775757,0.05590000003576279,0.2850944697856903
35,4.8553466796875,4.708502769470215,0.11504437029361725,0.05820000171661377,0.28206297755241394
36,4.852658748626709,4.713950157165527,0.11696241050958633,0.06400000303983688,0.2848888039588928
37,4.854702472686768,4.697934627532959,0.11661110073328018,0.0640999972820282,0.28339684009552
38,4.853835105895996,4.700596809387207,0.1175394281744957,0.061799999326467514,0.2859959602355957
39,4.8412981033325195,4.6959547996521,0.11632151901721954,0.06520000100135803,0.2835930287837982
40,4.796189785003662,4.652815341949463,0.11421705782413483,0.07010000199079514,0.2796717882156372
41,4.80580997467041,4.665045738220215,0.11623851954936981,0.06599999964237213,0.2817549407482147
42,4.771634578704834,4.632943153381348,0.11771945655345917,0.06780000030994415,0.28629475831985474
43,4.7317118644714355,4.556413173675537,0.11662332713603973,0.08380000293254852,0.2836304008960724
44,4.725183010101318,4.566652774810791,0.11596183478832245,0.07850000262260437,0.28251421451568604
45,4.7293524742126465,4.57511043548584,0.11565373092889786,0.08370000123977661,0.28217384219169617
46,4.733320236206055,4.580649375915527,0.11674048751592636,0.08919999748468399,0.2831382751464844
47,4.705777645111084,4.559109687805176,0.11738653481006622,0.09849999845027924,0.28576958179473877
48,4.72501802444458,4.5584716796875,0.11842057853937149,0.10029999911785126,0.2864012122154236
49,4.68182897567749,4.517874717712402,0.1171596497297287,0.1039000004529953,0.28570789098739624
50,4.630436897277832,4.46173620223999,0.11684725433588028,0.1151999980211258,0.285565584897995
51,4.640686511993408,4.4700446128845215,0.1184864267706871,0.11879999935626984,0.2864205539226532
52,4.620232582092285,4.466360092163086,0.1140126958489418,0.12790000438690186,0.2802935540676117
53,4.631057262420654,4.4719157218933105,0.1157800704240799,0.13850000500679016,0.28244590759277344
54,4.553022861480713,4.368247985839844,0.11569266021251678,0.15199999511241913,0.28226161003112793
55,4.589564323425293,4.401628017425537,0.11526238918304443,0.1639000028371811,0.28283995389938354
56,4.539610385894775,4.380746841430664,0.1170165166258812,0.1738000065088272,0.2847728133201599
57,nan,nan,nan,0.0012000000569969416,nan
58,nan,nan,nan,0.0010999999940395355,nan
59,nan,nan,nan,0.00139999995008111,nan
60,nan,nan,nan,0.00139999995008111,nan
61,nan,nan,nan,0.0008999999845400453,nan
62,nan,nan,nan,0.0017999999690800905,nan
63,nan,nan,nan,0.0012000000569969416,nan
64,nan,nan,nan,0.0017000000225380063,nan
65,nan,nan,nan,0.0019000000320374966,nan
66,nan,nan,nan,0.00139999995008111,nan
67,nan,nan,nan,0.0015999999595806003,nan
68,nan,nan,nan,0.0008999999845400453,nan
69,nan,nan,nan,0.0012000000569969416,nan
70,nan,nan,nan,0.0013000000035390258,nan
71,nan,nan,nan,0.00139999995008111,nan
72,nan,nan,nan,0.0013000000035390258,nan
73,nan,nan,nan,0.0020000000949949026,nan
74,nan,nan,nan,0.0012000000569969416,nan
75,nan,nan,nan,0.0015999999595806003,nan
